Text,Sentiment
 I look rough but I kinda lov how weak i look hehehehehe ,-1
"    2 million raised, how much spent?",0
 Yeah it is 😊,1
 Very hard to celebrate a decade where Govts had all the facts on the risks ahead and failed to act. As we head in to 2020…,-1
 Does sweat count?,0
 KJKKKKKKK CHEGA,0
   Because there are procedures to be followed &amp; a case made for the sacking; Th… ,0
"So apparently the first 12 emojis in your history will determine how 2020 will go.

JANUARY: 😂
FEBRUARY: 🤣
MARCH: 🥺… ",1
"📣 New Podcast! ""Bringin' It Back 130419 - Noms &amp; BK present Conspiracy Theories"" on  #aliens #area51… ",-1
" ┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃  I
ขอให้คนที่เห็นทวิตนี้เป็นเมียเป๊กตลอดไป
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓…",0
Wrote a blog post about launching a payment platform in 6 weeks with  - amazing payment innovation with grea… ,1
" Happy New Year Martin, Hopefully you’ll enjoy the luxury of a none eventful shift. 🤞👍",1
 Tattooed the Painted Lady from Avatar the Last Airbender 💉♥️ ,0
   Exactly,0
" More than 5 million hectares burned.

Now 11 people killed.

Almost 500 million animals estimated dead.

At least 18 expe…",-1
"  Keep tryin' hard, bud

",-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
"#HNY2020 from Sydney, waking up after a fantastic show. Wishing happiness, health and continuing friendship to all… ",1
 You too,0
 Yes Mrs Lipton.,1
" New idea for  - #Climatechange tours. How good would Aust be for that ? Fires, drought, s…",1
 Ly bro,1
 pqp a própria energia ruim ambulante 😭 mas eu nem energizei a coitadinha tbm,-1
   Made contact (via landline) with my friend near Batemans Bay. They're fending for th…,1
 🙏🏻🙌🙌😔❤,1
 Tex Perkins dedicating The Honeymoon is Over to the PM &amp; then flipping off Kirribilli on live TV is a perfect way to end…,1
" ""Getting on with the job"", your spin is fooling no one and it's insulting watching you attempt to… ",-1
" ^^^legend.......uh, well... legend^^^",1
"  Ivansito. Eres el actor proragonico de la novela con el menor raiting en horario premium del canal RCN. 
Baboso",0
" The year 2019 memories Down under !
#ausmedia #auspol #MSM
3/5 ",0
   Neely and Dunn u 🔔🔚HH 🍀🍀🍀,0
" Stay strong, Happy New Year🎉🍾🥂",1
 I have been here and I know how he feels.,0
 هنام بدل خيبات الأمل,0
         …,0
 Breaking: PM and Premier announce that city fire brigades will be become voluntary,-1
أولهم اني😔😔 ,1
" If people want to know why Australia's government is trying to skate past this crisis, it's because the opposition is gi…",-1
 My Aunt was able to get in contact briefly  about an hour ago to let us know she was safe and thei… ,1
" Happy New Year, Raechi~ (*´艸`*)
I don’t remember being close to Germany 👀",1
" Thank you for your calming influence, your visionary leadership, your inspirational vision, your Christian example, you…",1
"Starting the year with traditional Sri Lankan food: Kiri bath, lunu miris, jaggery and beef curry - Happy New Year!… ",1
  Happy New Year 🥳,1
" Murdoch's imbalance, mis-reporting and outright lies needs to constantly called out.

 is a national treasure.
#…",-1
 Thank you Om ,1
" Dear PM ,
Mate! How good were the Sydney #NYE fireworks?!
#AustralianFires #NSWfires #VictoriaFires #aus…",1
  Kirribilli House is the Mar A Lago of Oz,0
 I’ve already broken all my new year resolutions,-1
  Reality,0
 We know this disaster is unprecedented – no amount of Scott Morrison spin can hide it | Lenore Taylor ,-1
 When you’ve decided that you probably won’t make it through this top but it will be worth it anyway,1
" Happy New Year! 

Thank you for standing with refugees in 2019. You made a world of difference. 

Just think about what we'…",1
" NO. I don't consent. Our government went ahead with fireworks in our cities and every corner, whilst precious animals, wil…",1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
" I mean, sure",1
" Look forward to your inquiry. Then the real criminals, the Greens who blocked hazard reduction and… ",-1
   Not to mention spending a few hundred million on a plane for himself and brand new BMW cars for a…,0
    Perhaps they care about free speech and the ability of women to talk about their sex based…,1
       Scott #Wankpuffin? 😂😂😂,1
  I’m sure  is crying today he lost you as a fan! 🖕,-1
When a drunk selfie turns to art cause  iPhone 11 hahah ,-1
 Australia is likely to be a wrecker on global climate change policy in the 2020s and I don't see that much hope of it ch…,1
The Gloaming review – Aus drama with shades of Twin Peaks  ,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" happiness, forgiveness and abs 2020. 💕",1
 ,0
    Sure thing climate criminal. #LockHimUp #auspol,-1
" A Main Street destroyed. 

Residents of the NSW town of Cobargo, on the South Coast, have returned to find their town decimat…",-1
I can normally tell how intelligent a man is by how stupid he thinks I am. - Cormac McCarthy #quote,-1
" MW3 was my favourite COD because I loved playing survival mode with my friend, I really hope I win s… ",1
 hello  its  here from🇦🇺🙂❤️happy new year to you  I hope you ha… ,1
 🙏🏻😔🙌🙌❤,1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
      You have to make alternative popular… ,0
"#tesla #Israel #ElectricCar
",0
 British police have charged a man with criminal damage after a painting was attacked at the Tate Modern gallery  …,-1
 Happy new year,1
Как я порезалась? ,0
"2019 was an interesting year, more ups than downs so I guess you could call it a good year! ☺️ Looking forward to w… ",1
" Imagine setting up a twitter page, to celebrate someone death as your still pissed that you weren’… ",-1
 Quit coal or get out of the way,0
 Ez,1
 The firefighters’ union (FBEU) has been asking to meet with Elliott for months to talk about the impact of budget cuts on…,-1
 Some might even say a wee bit kinky 😎,1
 what the future looks like ... ,1
😭😭😭 ,-1
" A friend just sent me these pics of her kids at the Bega Showground tonight.

Haunting images like this will forever e…",1
" 2 things

1. This is how it’s done.

2. Their Parliament is sitting. ",0
         …,0
" I have such low expectations for our politicians, but I’m still blown away by how absurd this situation is. The NSW emergency ser…",-1
Underrated/overlooked releases of 2019 [a musical]: Lisa Lerkenfeld - 29° (Longform Editions) ,0
" NO. I don't consent. Our government went ahead with fireworks in our cities and every corner, whilst precious animals, wil…",1
  hello  its  here from🇦🇺🙂❤️happy new year to you  I hope you have…,1
 The midnight fireworks got half the TV audience of last year’s. Bit of a boycott going on?  …,-1
" The year 2019 Memories Down under !
2/5 #auspol #Australia ",0
 Hahaha 😂,1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
 #happynewyear2020         …,0
" A friend just sent me these pics of her kids at the Bega Showground tonight.

Haunting images like this will forever e…",1
 Went for a bush walk and discovered this artwork on North Curl Curl headland. What say you Scott Morrison?⁦…,0
    meu deus do ceu eu to rkndo MUITO,0
Projects is to stop war and eyes on activities &amp; development in each city,-1
" Yeah, this was pretty screwed. Fascinating also how the police chief shared it credulously without look… ",1
 lies !! you're gorgeous &lt;33,1
         …,0
  No one is saying the climate crisis causes bushfires. Of course there have always been fires… ,-1
#BolsonaroMaisForteEm2020,0
Except that the only way to keep up with the economy is to make our hobbies side-hustles. The cost of living is inc… ,0
State Secretary Pompeo reacts to attacks on US embassy in Baghdad  via ,-1
oomf should have answered🥳🥳 ,1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" before this night end, i just wanna apologise to the ppl that I've hurt while i was hurting and thank u to everyone that…",-1
 We know this disaster is unprecedented – no amount of Scott Morrison spin can hide it | Lenore Taylor ,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" 17,000 people without power 
Live: Flames rip through towns, fears death toll will rise as bushfires rage on 
 …",-1
happy new year to everyone and especially to the recently benched OG anunoby,1
this year imma practice keeping my ass  home 🤣🤣🤣🤣🤣,1
 : Sorry guys we’re trying to keep our address private so that we don’t have any paparazzi &amp; then… ,-1
 ,0
" Why couldn’t  get off stupid  &amp; talk to actual journalists &amp; answer real questions? 

Because…",-1
 My favourite intersection of competing interests is hardcore Australian monarchists and an increasingly climate activist…,1
" Thanks!!!! ...and don’t worry, I’ll be doing the same thing, but at my TV 😳",0
"#Scottludlum fled the South Coast bushfires.
'In the face of the smirking vacuum that passes for national political… ",0
" You and your corrupt, corporate entity that you call a ""government"", hang you heads in shame!
#koalakiller… ",-1
" What does it take to stare at the blanket of smoke that has covered NSW for most of December, to look at the size, scope &amp; ub…",0
 This is the beautiful little country town of Mogo... destroyed. #climateemergency #MorrisonFires #auspol #AustraliaBurns h…,1
" ┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃  I
ขอให้คนที่เห็นทวิตนี้เป็นเมียเป๊กตลอดไป
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓…",0
"EU NO MEIO DA MINHA FAMÍLIA ABRO ESSE VIDEO, SORTE QUE O SOM TA ALTO ",-1
" Our short-sightedness on this will ultimately cost the nation, both in the direct impacts of climate change to our vulne…",-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
  Thanks so much man &lt;3 &lt;3 we are really passionate about ethical production so put a lot of work into our practices :),1
It's still last year in the USA… 😆,1
 Uu apaguen los telefonos pq van a llegar todos los mensajes que mandaron al 2020,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
"went on ig n saw 82628273 stories of fireworks, i nvr clicked out of an app so fast",0
Welcomed the new year in a dinosaur onesie dancing to Craig David with my nephew. Would have it no other way 😂😂,1
 H.A.P.P.Y N.E.W Y.E.A.R 2.0.2.0,0
DONT FKN POST THE WHOLE FIREWORKS SHOW ON UR STORIES,0
 키즈카페에 비치된 키즈 스타일링북을 보며 실감하는 헬조선 ,0
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 Spoke to my relatives in the Netherlands. They are very aware there what’s happening here. The Happy Clapper Slogan Bogan is…,1
  Hey  maybe some geofencing  for this ad in Australia. Its a national emergency here as much of the eastern stat…,-1
       I found this one ,0
 Our fires are so big they are creating their own weather. Enough denial about climate change. More action! #climatechange. #nswf…,1
 Stay safe!!,1
" Agreed.

I think 'as little nuclear as necessary, given the potential externalities' is sensible.

But… ",1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
Sharon Stone blocked from dating app Bumble after users thought her profile was fake ,-1
"    Well over 100 people charged with arson - so far - in NSW, QLD and VIC. Wonder where the #A…",1
" Happy New Year!! We wish you many happy adventures for 2020, whatever adventure means to you 😊😊😊 #adventure #bedaring #try…",1
    That the same national debt that is majority raised under t… ,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" This was Nowa Nowa, why is this not the story across all our screens? These idiots are to blame, t… ",-1
  Because not all firefighters are entitled to it still!,1
 I'm literally fearful for my kids returning to the smoke. Two are still coughing from 3 weeks ago. What an utter moron #a…,-1
 I completely passed out at 11,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
       Maybe #ScottyfromMarketing can ge… ,0
" Happy New Year 2020 ขอให้นุช &amp; นุชา ทุกๆคนมีความสุขมากๆจ้า 

 ซิดนีย์ Countdown ไปเรียบร้อย พลุอลังการมาก 🎉🎉🎉 #เป๊กผลิตโ…",1
 US still in 2019.,0
" Love it: ""This one goes out to the Prime Minister, the honeymoon is over"" - Tex Perkins. Hope you saw that …",1
" start 2020 with this song
",0
ok cool it’s 2020 where are the aus dates mf ,1
        Yo… ,0
  Why forests are allowed to build up fuel loads to the dangerous levels that guarantee a super hot out o…,1
  Yep. Was pretty amazing.,1
 Fechando 2019 com chave de ouro ❤️ #RBD ,0
 Want to help the community of #Bilpin? Buy their products – you can do this online and it really does help. Their cider a…,1
 Realising that Rise of Skywalker could also be called The Emperor’s New Groove 🦙🦙🦙 #RiseofSkywalker,0
"Been cleaning up dog shit on the carpet for an hour now with white vinegar, detergent and sadness",-1
" No, they were not. Television viewers were shocked to see entire streets destroyed by fire and families sheltering on boats…",-1
 hope you’re safe and sound mate ,1
    No they won’t because there was NO coup...another conspiracy the… ,-1
"    These are the pro trucks, they do have outside sprinklers and they have fire retardant blankets.",-1
"  Would it be possible to get a guest list from the PMs party at Kirribilli last night? 
Surely if taxpaye…",1
"  This was Nowa Nowa, why is this not the story across all our screens? These idiots are to blame, there…",-1
 look at my girl being inspirational as fuck,-1
  Sure beats coprophagia.,1
 IM THE ONE ACCOUNT DOWN ON HIS LIST 😭😭😭😭,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 Some people spent an uncomfortable night on the side of the Princes Highway at the Milton roadblock  #bushfiresNS…,-1
   He was only doing what the rest of the country were thinking #TexPerkins #ScottyfromMarketing #TheFinger,0
 Find me so proof mate.,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
